date,category,description,amount
2026-06-15,Маркетинг,Яндекс.Директ,117589.16
2026-03-06,Логистика,Международная доставка,4692.24
2026-03-12,Закупка товара,Закупка — допартия,124878.91
2026-04-16,IT,CRM — подписка,60489.75
2026-05-12,Зарплаты,Оклад — маркетолог,38135.29
2026-05-25,IT,Домен — продление,63901.95
2026-03-10,Закупка товара,Таможенные сборы,164627.8
2026-03-02,IT,Домен — продление,51588.24
2026-01-14,Маркетинг,Таргет ВКонтакте,55477.57
2026-03-24,Зарплаты,Подработка — сезон,37424.32
2026-03-16,Аренда,Аренда склада,194979.26
2026-01-05,Логистика,Доставка Boxberry,28802.53
2026-04-19,Офис,Мебель,17976.73
2026-03-08,Офис,Обеды для команды,24937.99
2026-05-27,IT,1С — обслуживание,30059.44
2026-03-28,Логистика,Экспресс-доставка,43904.17
2026-06-25,Закупка товара,Таможенные сборы,232727.11
2026-01-12,Закупка товара,Закупка — сезонная коллекция,84800.03
2026-04-27,Аренда,Парковка,138232.99
2026-05-02,Логистика,Возврат товара — доставка,19197.02
2026-05-06,Маркетинг,Промо-акция,52340.36
2026-04-08,Закупка товара,Сертификация товара,250692.71
2026-06-10,Аренда,Парковка,22717.52
2026-06-17,IT,Разработка сайта,56972.48
2026-03-26,Офис,Обеды для команды,18352.34
2026-04-27,Логистика,Курьерская служба,12350.82
2026-04-10,Логистика,Доставка СДЭК,8347.04
2026-03-13,Маркетинг,Контент для соцсетей,22757.85
2026-03-08,Маркетинг,SEO-продвижение,82870.78
2026-06-24,Аренда,Коммунальные услуги склад,56695.09
2026-02-21,IT,Хостинг сайта,17368.77
2026-02-27,Маркетинг,Реклама Telegram,99196.97
2026-06-07,Закупка товара,Закупка — поставщик РФ,66210.65
2026-02-12,Логистика,Международная доставка,38783.7
2026-04-23,Логистика,Доставка по Москве,39211.14
2026-06-09,Зарплаты,Оклад — дизайнер,29582.51
2026-02-05,Закупка товара,Закупка — поставщик Китай,109653.73
2026-05-18,Маркетинг,Дизайн баннеров,122789.85
2026-04-21,Логистика,Курьерская служба,24695.94
2026-04-20,Маркетинг,Таргет ВКонтакте,97051.56
2026-01-18,Аренда,Коммунальные услуги склад,59364.47
2026-05-24,Закупка товара,Закупка — образцы,334909.35
2026-01-10,Аренда,Аренда офиса,226493.07
2026-06-10,Логистика,Доставка Boxberry,22687.16
2026-03-19,Зарплаты,Оклад — менеджер,153301.17
2026-01-16,Маркетинг,Промо-акция,148567.88
2026-05-09,Зарплаты,Оклад — кладовщик,156173.07
2026-06-03,Аренда,Аренда офиса,22898.2
2026-01-22,Зарплаты,Премия квартальная,153212.72
2026-02-09,Офис,Подарки сотрудникам,8836.14
2026-01-11,Офис,Ремонт офиса,14149.74
2026-02-06,IT,1С — обслуживание,53089.99
2026-03-17,Офис,Вода и кофе,18489.8
2026-05-28,Аренда,Аренда офиса,55547.81
2026-04-11,Маркетинг,SEO-продвижение,96339.22
2026-04-19,Офис,Вода и кофе,8254.0
2026-01-08,Офис,Вода и кофе,3084.01
2026-06-14,Логистика,Доставка по Москве,14132.06
2026-06-05,Офис,Мебель,4471.13
2026-02-13,Офис,Мебель,14513.03
2026-04-04,Логистика,Доставка Boxberry,44633.22
2026-02-22,Маркетинг,Блогер — интеграция,69625.29
2026-01-26,Аренда,Аренда офиса,30474.14
2026-05-10,IT,CRM — подписка,44447.27
2026-05-27,IT,Антивирус — лицензия,61563.65
2026-05-13,Логистика,Международная доставка,36490.66
2026-06-08,Офис,Мебель,20038.13
2026-04-13,IT,Антивирус — лицензия,34462.44
2026-06-25,Офис,Новогодний корпоратив,22627.35
2026-06-19,Маркетинг,Блогер — интеграция,6230.76
2026-03-06,Аренда,Аренда офиса,112363.85
2026-01-09,Закупка товара,Закупка — поставщик Китай,333640.27
2026-02-14,Офис,Канцелярия,487000.0
2026-04-26,Логистика,Доставка Почта России,34928.82
2026-06-15,Закупка товара,Закупка — расходники упаковка,289327.07
2026-06-09,Аренда,Коммунальные услуги офис,123168.38
2026-01-09,IT,CRM — подписка,15112.47
2026-05-01,Логистика,Международная доставка,39396.26
2026-06-07,Зарплаты,Подработка — сезон,59340.21
2026-02-16,Аренда,Коммунальные услуги склад,80712.94
2026-03-01,Закупка товара,Закупка — сезонная коллекция,307871.93
2026-01-26,IT,Техподдержка,6928.81
2026-01-06,IT,Облачное хранилище,58921.92
2026-05-18,Логистика,Доставка Почта России,8198.85
2026-01-21,Аренда,Аренда склада,82593.13
2026-05-30,Маркетинг,Email-рассылка,90924.13
2026-01-17,IT,Техподдержка,15596.55
2026-04-01,Закупка товара,Закупка — новый поставщик,217844.19
2026-04-10,Аренда,Аренда склада,94942.48
2026-05-28,IT,Техподдержка,51503.79
2026-01-12,Офис,Вода и кофе,8665.6
2026-02-26,Маркетинг,Яндекс.Директ,49193.88
2026-04-25,Закупка товара,Закупка — сезонная коллекция,246601.8
2026-03-05,Логистика,Международная доставка,17154.38
2026-04-18,Закупка товара,Закупка — поставщик Китай,235360.0
2026-03-27,Логистика,Международная доставка,16179.88
2026-01-10,Офис,Вода и кофе,10515.3
2026-03-23,Зарплаты,Подработка — сезон,105652.08
2026-02-13,Зарплаты,Премия квартальная,57454.27
2026-05-29,Офис,Обеды для команды,18565.81
2026-01-08,Аренда,Аренда офиса,83850.75
2026-04-13,Маркетинг,Дизайн баннеров,137541.27
2026-05-12,Закупка товара,Сертификация товара,10670.2
2026-06-28,IT,CRM — подписка,9931.47
2026-03-28,Офис,Новогодний корпоратив,6682.01
2026-05-18,IT,Телефония,20436.97
2026-05-18,Офис,Обеды для команды,23532.2
2026-06-13,Зарплаты,Оклад — курьер,90359.49
2026-06-28,Аренда,Коммунальные услуги офис,54253.87
2026-01-06,Зарплаты,Подработка — сезон,67335.86
2026-01-27,Закупка товара,Закупка — поставщик Китай,242956.61
2026-02-04,Аренда,Аренда склада,181638.41
2026-04-03,IT,Телефония,76618.81
2026-03-09,Логистика,Экспресс-доставка,41583.28
2026-02-17,Аренда,Аренда шоурума,249221.14
2026-04-29,IT,Домен — продление,18621.05
2026-03-14,Логистика,Экспресс-доставка,19802.18
2026-05-26,Закупка товара,Закупка — поставщик РФ,335515.4
2026-05-16,Закупка товара,Закупка — сезонная коллекция,199194.64
2026-03-18,Офис,Вода и кофе,15083.16
2026-02-18,Закупка товара,Закупка — допартия,80556.57
2026-05-29,Офис,Мебель,10510.97
2026-05-02,Логистика,Доставка СДЭК,39708.84
